name,latitude,longitude,wkt,street,side,length_m,est_spaces,zone
Southwest South River Drive (left),25.7729838,-80.2014258,"POLYGON((-80.2019373 25.7739869, -80.2009381 25.7719712, -80.2009144 25.7719807, -80.2019136 25.7739964, -80.2019373 25.7739869))",Southwest South River Drive,left,245.7,34,
Southwest South River Drive (right),25.7729501,-80.2015097,"POLYGON((-80.2020211 25.7739532, -80.2010219 25.7719375, -80.2009982 25.7719470, -80.2019974 25.7739627, -80.2020211 25.7739532))",Southwest South River Drive,right,245.7,34,
Northeast 2nd Street (left),25.7761457,-80.1928412,"POLYGON((-80.1936749 25.7761073, -80.1920066 25.7761607, -80.1920076 25.7761841, -80.1936758 25.7761307, -80.1936749 25.7761073))",Northeast 2nd Street,left,167.3,22,
Northeast 2nd Street (right),25.7760631,-80.1928380,"POLYGON((-80.1936716 25.7760247, -80.1920034 25.7760781, -80.1920043 25.7761015, -80.1936726 25.7760481, -80.1936716 25.7760247))",Northeast 2nd Street,right,167.3,22,
Northeast 2nd Street (left),25.7762037,-80.1911708,"POLYGON((-80.1920069 25.7761607, -80.1903337 25.7762234, -80.1903347 25.7762468, -80.1920080 25.7761841, -80.1920069 25.7761607))",Northeast 2nd Street,left,167.9,22,
Northeast 2nd Street (right),25.7761212,-80.1911670,"POLYGON((-80.1920031 25.7760781, -80.1903298 25.7761408, -80.1903309 25.7761642, -80.1920041 25.7761015, -80.1920031 25.7760781))",Northeast 2nd Street,right,167.9,22,
Southwest 14th Street (left),25.7605586,-80.1943110,"POLYGON((-80.1935309 25.7605749, -80.1950913 25.7605657, -80.1950911 25.7605424, -80.1935307 25.7605515, -80.1935309 25.7605749))",Southwest 14th Street,left,156.4,21,
Southwest 14th Street (right),25.7606413,-80.1943116,"POLYGON((-80.1935315 25.7606575, -80.1950919 25.7606484, -80.1950917 25.7606250, -80.1935313 25.7606342, -80.1935315 25.7606575))",Southwest 14th Street,right,156.4,21,
Northwest 10th Street (left),25.7833787,-80.2081539,"POLYGON((-80.2086611 25.7833287, -80.2076446 25.7834055, -80.2076468 25.7834287, -80.2086633 25.7833520, -80.2086611 25.7833287))",Northwest 10th Street,left,102.2,12,
Northwest 10th Street (right),25.7832964,-80.2081463,"POLYGON((-80.2086534 25.7832464, -80.2076369 25.7833231, -80.2076391 25.7833464, -80.2086556 25.7832696, -80.2086534 25.7832464))",Northwest 10th Street,right,102.2,12,
Northwest 10th Street (left),25.7834338,-80.2072136,"POLYGON((-80.2076475 25.7834052, -80.2067786 25.7834391, -80.2067797 25.7834625, -80.2076486 25.7834285, -80.2076475 25.7834052))",Northwest 10th Street,left,87.2,10,
Northwest 10th Street (right),25.7833513,-80.2072096,"POLYGON((-80.2076435 25.7833226, -80.2067746 25.7833566, -80.2067757 25.7833799, -80.2076446 25.7833460, -80.2076435 25.7833226))",Northwest 10th Street,right,87.2,10,
Northeast 7th Street (left),25.7810562,-80.1899781,"POLYGON((-80.1904986 25.7810273, -80.1894566 25.7810618, -80.1894575 25.7810852, -80.1904996 25.7810507, -80.1904986 25.7810273))",Northeast 7th Street,left,104.5,13,
Northeast 7th Street (right),25.7809737,-80.1899747,"POLYGON((-80.1904953 25.7809447, -80.1894532 25.7809792, -80.1894542 25.7810026, -80.1904962 25.7809681, -80.1904953 25.7809447))",Northeast 7th Street,right,104.5,13,
Northwest 19th Lane (left),25.7946677,-80.2005982,"POLYGON((-80.2004730 25.7946831, -80.2007242 25.7946756, -80.2007233 25.7946522, -80.2004721 25.7946597, -80.2004730 25.7946831))",Northwest 19th Lane,left,25.2,1,
Northwest 19th Lane (right),25.7947502,-80.2006012,"POLYGON((-80.2004761 25.7947657, -80.2007273 25.7947582, -80.2007264 25.7947348, -80.2004752 25.7947423, -80.2004761 25.7947657))",Northwest 19th Lane,right,25.2,1,
Northwest 19th Lane (left),25.7946586,-80.2008996,"POLYGON((-80.2007242 25.7946756, -80.2010759 25.7946650, -80.2010750 25.7946416, -80.2007233 25.7946522, -80.2007242 25.7946756))",Northwest 19th Lane,left,35.3,2,
Northwest 19th Lane (right),25.7947412,-80.2009027,"POLYGON((-80.2007273 25.7947582, -80.2010790 25.7947476, -80.2010781 25.7947242, -80.2007264 25.7947348, -80.2007273 25.7947582))",Northwest 19th Lane,right,35.3,2,
Northwest 19th Lane (left),25.7946486,-80.2012322,"POLYGON((-80.2010759 25.7946650, -80.2013893 25.7946556, -80.2013884 25.7946322, -80.2010750 25.7946416, -80.2010759 25.7946650))",Northwest 19th Lane,left,31.4,2,
Northwest 19th Lane (right),25.7947312,-80.2012352,"POLYGON((-80.2010790 25.7947476, -80.2013924 25.7947382, -80.2013915 25.7947148, -80.2010781 25.7947242, -80.2010790 25.7947476))",Northwest 19th Lane,right,31.4,2,
Northwest 19th Lane (left),25.7946388,-80.2015587,"POLYGON((-80.2013893 25.7946556, -80.2017289 25.7946454, -80.2017280 25.7946220, -80.2013884 25.7946322, -80.2013893 25.7946556))",Northwest 19th Lane,left,34.1,2,
Northwest 19th Lane (right),25.7947214,-80.2015617,"POLYGON((-80.2013924 25.7947382, -80.2017320 25.7947280, -80.2017311 25.7947046, -80.2013915 25.7947148, -80.2013924 25.7947382))",Northwest 19th Lane,right,34.1,2,
Northwest 19th Lane (left),25.7946278,-80.2019243,"POLYGON((-80.2017289 25.7946454, -80.2021205 25.7946336, -80.2021196 25.7946102, -80.2017280 25.7946220, -80.2017289 25.7946454))",Northwest 19th Lane,left,39.3,3,
Northwest 19th Lane (right),25.7947104,-80.2019273,"POLYGON((-80.2017320 25.7947280, -80.2021236 25.7947162, -80.2021227 25.7946928, -80.2017311 25.7947046, -80.2017320 25.7947280))",Northwest 19th Lane,right,39.3,3,
Northwest 19th Lane (left),25.7946168,-80.2022861,"POLYGON((-80.2021205 25.7946336, -80.2024527 25.7946233, -80.2024518 25.7945999, -80.2021196 25.7946102, -80.2021205 25.7946336))",Northwest 19th Lane,left,33.3,2,
Northwest 19th Lane (right),25.7946993,-80.2022893,"POLYGON((-80.2021236 25.7947162, -80.2024558 25.7947059, -80.2024549 25.7946825, -80.2021227 25.7946928, -80.2021236 25.7947162))",Northwest 19th Lane,right,33.3,2,
Southwest 11th Street (left),25.7634625,-80.1942023,"POLYGON((-80.1932071 25.7634970, -80.1951982 25.7634514, -80.1951976 25.7634280, -80.1932064 25.7634736, -80.1932071 25.7634970))",Southwest 11th Street,left,199.7,27,
Southwest 11th Street (right),25.7635451,-80.1942047,"POLYGON((-80.1932094 25.7635796, -80.1952006 25.7635340, -80.1951999 25.7635106, -80.1932088 25.7635562, -80.1932094 25.7635796))",Southwest 11th Street,right,199.7,27,
Southwest 11th Street (left),25.7632753,-80.2003798,"POLYGON((-80.2001035 25.7632952, -80.2006569 25.7632789, -80.2006561 25.7632555, -80.2001027 25.7632718, -80.2001035 25.7632952))",Southwest 11th Street,left,55.5,6,
Southwest 11th Street (right),25.7633580,-80.2003828,"POLYGON((-80.2001065 25.7633778, -80.2006599 25.7633615, -80.2006591 25.7633381, -80.2001057 25.7633544, -80.2001065 25.7633778))",Southwest 11th Street,right,55.5,6,
Southwest 11th Street (left),25.7632396,-80.2012306,"POLYGON((-80.2006554 25.7632789, -80.2018072 25.7632237, -80.2018058 25.7632003, -80.2006540 25.7632556, -80.2006554 25.7632789))",Southwest 11th Street,left,115.6,14,
Southwest 11th Street (right),25.7633222,-80.2012355,"POLYGON((-80.2006603 25.7633615, -80.2018121 25.7633062, -80.2018107 25.7632829, -80.2006589 25.7633381, -80.2006603 25.7633615))",Southwest 11th Street,right,115.6,14,
Southwest 11th Street (left),25.7634937,-80.1964901,"POLYGON((-80.1973214 25.7634384, -80.1956573 25.7635257, -80.1956588 25.7635490, -80.1973229 25.7634617, -80.1973214 25.7634384))",Southwest 11th Street,left,167.1,22,
Southwest 11th Street (right),25.7634112,-80.1964848,"POLYGON((-80.1973161 25.7633559, -80.1956520 25.7634432, -80.1956535 25.7634665, -80.1973176 25.7633792, -80.1973161 25.7633559))",Southwest 11th Street,right,167.1,22,
Southwest 21st Road (left),25.7564669,-80.2024934,"POLYGON((-80.2020103 25.7559112, -80.2029558 25.7570366, -80.2029765 25.7570225, -80.2020310 25.7558971, -80.2020103 25.7559112))",Southwest 21st Road,left,157.1,21,
Southwest 21st Road (right),25.7565167,-80.2024203,"POLYGON((-80.2019372 25.7559611, -80.2028827 25.7570865, -80.2029034 25.7570724, -80.2019579 25.7559470, -80.2019372 25.7559611))",Southwest 21st Road,right,157.1,21,
Southwest 21st Road (left),25.7576229,-80.2034622,"POLYGON((-80.2029559 25.7570367, -80.2039478 25.7582232, -80.2039685 25.7582091, -80.2029766 25.7570226, -80.2029559 25.7570367))",Southwest 21st Road,left,165.3,22,
Southwest 21st Road (right),25.7576726,-80.2033889,"POLYGON((-80.2028826 25.7570864, -80.2038745 25.7582729, -80.2038952 25.7582588, -80.2029033 25.7570723, -80.2028826 25.7570864))",Southwest 21st Road,right,165.3,22,
Southwest 21st Road (left),25.7589316,-80.2045599,"POLYGON((-80.2040548 25.7583518, -80.2050443 25.7595256, -80.2050650 25.7595115, -80.2040755 25.7583376, -80.2040548 25.7583518))",Southwest 21st Road,left,164.1,22,
Southwest 21st Road (right),25.7589816,-80.2044868,"POLYGON((-80.2039817 25.7584017, -80.2049712 25.7595756, -80.2049919 25.7595614, -80.2040024 25.7583876, -80.2039817 25.7584017))",Southwest 21st Road,right,164.1,22,
Southwest 21st Road (left),25.7601331,-80.2055714,"POLYGON((-80.2050877 25.7595771, -80.2060344 25.7607031, -80.2060551 25.7606890, -80.2051084 25.7595630, -80.2050877 25.7595771))",Southwest 21st Road,left,157.2,21,
Southwest 21st Road (right),25.7601829,-80.2054983,"POLYGON((-80.2050146 25.7596270, -80.2059613 25.7607530, -80.2059820 25.7607389, -80.2050353 25.7596129, -80.2050146 25.7596270))",Southwest 21st Road,right,157.2,21,
Southwest 21st Road (left),25.7613189,-80.2065656,"POLYGON((-80.2060345 25.7607032, -80.2070759 25.7619488, -80.2070966 25.7619347, -80.2060552 25.7606891, -80.2060345 25.7607032))",Southwest 21st Road,left,173.6,23,
Southwest 21st Road (right),25.7613687,-80.2064922,"POLYGON((-80.2059612 25.7607529, -80.2070026 25.7619985, -80.2070233 25.7619844, -80.2059819 25.7607388, -80.2059612 25.7607529))",Southwest 21st Road,right,173.6,23,
Southwest 21st Road (left),25.7546228,-80.2009426,"POLYGON((-80.2005578 25.7541878, -80.2013069 25.7550720, -80.2013275 25.7550578, -80.2005784 25.7541736, -80.2005578 25.7541878))",Southwest 21st Road,left,123.8,16,
Southwest 21st Road (right),25.7546730,-80.2008697,"POLYGON((-80.2004848 25.7542380, -80.2012339 25.7551222, -80.2012545 25.7551080, -80.2005054 25.7542238, -80.2004848 25.7542380))",Southwest 21st Road,right,123.8,16,
Southwest 1st Avenue (left),25.7671028,-80.1952185,"POLYGON((-80.1951625 25.7673222, -80.1952994 25.7668897, -80.1952745 25.7668833, -80.1951375 25.7673158, -80.1951625 25.7673222))",Southwest 1st Avenue,left,50.1,5,
Southwest 1st Avenue (right),25.7671254,-80.1953067,"POLYGON((-80.1952507 25.7673449, -80.1953877 25.7669124, -80.1953627 25.7669060, -80.1952258 25.7673385, -80.1952507 25.7673449))",Southwest 1st Avenue,right,50.1,5,
Riverfront Alley (left),25.7713180,-80.1956126,"POLYGON((-80.1956322 25.7714962, -80.1956190 25.7711391, -80.1955931 25.7711399, -80.1956063 25.7714970, -80.1956322 25.7714962))",Riverfront Alley,left,39.8,3,
Riverfront Alley (right),25.7713153,-80.1957044,"POLYGON((-80.1957239 25.7714934, -80.1957107 25.7711363, -80.1956848 25.7711371, -80.1956980 25.7714942, -80.1957239 25.7714934))",Riverfront Alley,right,39.8,3,
Southwest 1st Avenue (left),25.7679076,-80.1947275,"POLYGON((-80.1949026 25.7681086, -80.1945735 25.7676930, -80.1945524 25.7677066, -80.1948815 25.7681222, -80.1949026 25.7681086))",Southwest 1st Avenue,left,56.8,6,
Southwest 1st Avenue (right),25.7678596,-80.1948022,"POLYGON((-80.1949773 25.7680606, -80.1946482 25.7676450, -80.1946271 25.7676586, -80.1949562 25.7680742, -80.1949773 25.7680606))",Southwest 1st Avenue,right,56.8,6,
Southwest 1st Avenue (left),25.7579391,-80.1989923,"POLYGON((-80.1976804 25.7588594, -80.2003200 25.7570374, -80.2003042 25.7570188, -80.1976646 25.7588408, -80.1976804 25.7588594))",Southwest 1st Avenue,left,333.4,47,
Southwest 1st Avenue (right),25.7580047,-80.1990481,"POLYGON((-80.1977362 25.7589250, -80.2003758 25.7571030, -80.2003600 25.7570844, -80.1977204 25.7589064, -80.1977362 25.7589250))",Southwest 1st Avenue,right,333.4,47,
Southwest 1st Avenue (left),25.7567445,-80.2007224,"POLYGON((-80.2003200 25.7570374, -80.2011407 25.7564702, -80.2011249 25.7564517, -80.2003042 25.7570189, -80.2003200 25.7570374))",Southwest 1st Avenue,left,103.7,13,
Southwest 1st Avenue (right),25.7568101,-80.2007783,"POLYGON((-80.2003758 25.7571029, -80.2011965 25.7565357, -80.2011807 25.7565172, -80.2003600 25.7570844, -80.2003758 25.7571029))",Southwest 1st Avenue,right,103.7,13,
Southwest 1st Avenue (left),25.7561785,-80.2015446,"POLYGON((-80.2011408 25.7564701, -80.2019642 25.7559055, -80.2019485 25.7558869, -80.2011251 25.7564515, -80.2011408 25.7564701))",Southwest 1st Avenue,left,103.8,13,
Southwest 1st Avenue (right),25.7562443,-80.2016002,"POLYGON((-80.2011963 25.7565359, -80.2020197 25.7559713, -80.2020040 25.7559527, -80.2011806 25.7565173, -80.2011963 25.7565359))",Southwest 1st Avenue,right,103.8,13,
Southwest 1st Avenue (left),25.7556122,-80.2023678,"POLYGON((-80.2019641 25.7559056, -80.2027873 25.7553373, -80.2027715 25.7553187, -80.2019483 25.7558870, -80.2019641 25.7559056))",Southwest 1st Avenue,left,104.0,13,
Southwest 1st Avenue (right),25.7556777,-80.2024236,"POLYGON((-80.2020199 25.7559712, -80.2028431 25.7554029, -80.2028273 25.7553843, -80.2020041 25.7559526, -80.2020199 25.7559712))",Southwest 1st Avenue,right,104.0,13,
Southwest 1st Avenue (left),25.7550566,-80.2031717,"POLYGON((-80.2027872 25.7553373, -80.2035720 25.7547945, -80.2035562 25.7547760, -80.2027714 25.7553188, -80.2027872 25.7553373))",Southwest 1st Avenue,left,99.2,12,
Southwest 1st Avenue (right),25.7551222,-80.2032276,"POLYGON((-80.2028431 25.7554028, -80.2036279 25.7548600, -80.2036121 25.7548415, -80.2028273 25.7553843, -80.2028431 25.7554028))",Southwest 1st Avenue,right,99.2,12,
Southwest 1st Avenue (left),25.7544734,-80.2040185,"POLYGON((-80.2036451 25.7547460, -80.2044078 25.7542194, -80.2043920 25.7542008, -80.2036293 25.7547274, -80.2036451 25.7547460))",Southwest 1st Avenue,left,96.4,12,
Southwest 1st Avenue (right),25.7545390,-80.2040744,"POLYGON((-80.2037009 25.7548116, -80.2044636 25.7542850, -80.2044478 25.7542664, -80.2036851 25.7547930, -80.2037009 25.7548116))",Southwest 1st Avenue,right,96.4,12,
Southwest 1st Avenue (left),25.7637095,-80.1956995,"POLYGON((-80.1956939 25.7634937, -80.1956792 25.7639246, -80.1957051 25.7639254, -80.1957198 25.7634944, -80.1956939 25.7634937))",Southwest 1st Avenue,left,48.0,4,
Southwest 1st Avenue (right),25.7637070,-80.1956078,"POLYGON((-80.1956022 25.7634911, -80.1955875 25.7639221, -80.1956134 25.7639228, -80.1956281 25.7634919, -80.1956022 25.7634911))",Southwest 1st Avenue,right,48.0,4,
Northwest 4th Street (left),25.7777578,-80.2006551,"POLYGON((-80.2001221 25.7777791, -80.2011887 25.7777600, -80.2011882 25.7777366, -80.2001216 25.7777557, -80.2001221 25.7777791))",Northwest 4th Street,left,106.9,13,
Northwest 4th Street (right),25.7778405,-80.2006570,"POLYGON((-80.2001239 25.7778617, -80.2011905 25.7778426, -80.2011900 25.7778192, -80.2001234 25.7778383, -80.2001239 25.7778617))",Northwest 4th Street,right,106.9,13,
Northwest 4th Street (left),25.7777214,-80.2020231,"POLYGON((-80.2011881 25.7777600, -80.2028590 25.7777062, -80.2028581 25.7776828, -80.2011872 25.7777366, -80.2011881 25.7777600))",Northwest 4th Street,left,167.6,22,
Northwest 4th Street (right),25.7778040,-80.2020264,"POLYGON((-80.2011914 25.7778426, -80.2028623 25.7777888, -80.2028614 25.7777654, -80.2011905 25.7778192, -80.2011914 25.7778426))",Northwest 4th Street,right,167.6,22,
Northwest 4th Street (left),25.7775388,-80.2086523,"POLYGON((-80.2077721 25.7775826, -80.2095337 25.7775184, -80.2095326 25.7774950, -80.2077710 25.7775592, -80.2077721 25.7775826))",Northwest 4th Street,left,176.7,24,
Northwest 4th Street (right),25.7776214,-80.2086561,"POLYGON((-80.2077758 25.7776652, -80.2095374 25.7776010, -80.2095363 25.7775776, -80.2077747 25.7776418, -80.2077758 25.7776652))",Northwest 4th Street,right,176.7,24,
Northwest 4th Street (left),25.7774776,-80.2105451,"POLYGON((-80.2095339 25.7775184, -80.2115571 25.7774603, -80.2115563 25.7774369, -80.2095331 25.7774950, -80.2095339 25.7775184))",Northwest 4th Street,left,202.9,28,
Northwest 4th Street (right),25.7775603,-80.2105480,"POLYGON((-80.2095368 25.7776010, -80.2115600 25.7775429, -80.2115592 25.7775195, -80.2095360 25.7775776, -80.2095368 25.7776010))",Northwest 4th Street,right,202.9,28,
Northwest 4th Street (left),25.7778718,-80.1971417,"POLYGON((-80.1964320 25.7779038, -80.1978523 25.7778632, -80.1978514 25.7778398, -80.1964312 25.7778804, -80.1964320 25.7779038))",Northwest 4th Street,left,142.4,18,
Northwest 4th Street (right),25.7779544,-80.1971447,"POLYGON((-80.1964350 25.7779864, -80.1978552 25.7779458, -80.1978544 25.7779224, -80.1964341 25.7779630, -80.1964350 25.7779864))",Northwest 4th Street,right,142.4,18,
Southeast 5th Street (left),25.7687942,-80.1926459,"POLYGON((-80.1921116 25.7688121, -80.1931805 25.7687997, -80.1931802 25.7687763, -80.1921113 25.7687887, -80.1921116 25.7688121))",Southeast 5th Street,left,107.2,13,
Southeast 5th Street (right),25.7688768,-80.1926471,"POLYGON((-80.1921128 25.7688947, -80.1931817 25.7688823, -80.1931814 25.7688589, -80.1921125 25.7688713, -80.1921128 25.7688947))",Southeast 5th Street,right,107.2,13,
Brickell Bay Drive (left),25.7582569,-80.1899580,"POLYGON((-80.1892257 25.7600030, -80.1907145 25.7565192, -80.1906903 25.7565108, -80.1892015 25.7599946, -80.1892257 25.7600030))",Brickell Bay Drive,left,415.5,59,
Brickell Bay Drive (right),25.7582866,-80.1900436,"POLYGON((-80.1893113 25.7600327, -80.1908001 25.7565489, -80.1907759 25.7565405, -80.1892871 25.7600243, -80.1893113 25.7600327))",Brickell Bay Drive,right,415.5,59,
Southeast 14th Lane (left),25.7585749,-80.1916085,"POLYGON((-80.1927664 25.7585221, -80.1904496 25.7586044, -80.1904506 25.7586277, -80.1927674 25.7585454, -80.1927664 25.7585221))",Southeast 14th Lane,left,232.5,32,
Southeast 14th Lane (right),25.7584923,-80.1916049,"POLYGON((-80.1927628 25.7584395, -80.1904460 25.7585218, -80.1904470 25.7585451, -80.1927638 25.7584628, -80.1927628 25.7584395))",Southeast 14th Lane,right,232.5,32,
Southwest 6th Avenue (left),25.7733453,-80.2043193,"POLYGON((-80.2043501 25.7738457, -80.2043145 25.7728441, -80.2042886 25.7728449, -80.2043242 25.7738464, -80.2043501 25.7738457))",Southwest 6th Avenue,left,111.5,14,
Southwest 6th Avenue (right),25.7733426,-80.2044111,"POLYGON((-80.2044418 25.7738430, -80.2044062 25.7728415, -80.2043803 25.7728422, -80.2044159 25.7738438, -80.2044418 25.7738430))",Southwest 6th Avenue,right,111.5,14,
way/38974825 (left),25.7796796,-80.1838381,"POLYGON((-80.1853526 25.7800426, -80.1823306 25.7792940, -80.1823237 25.7793166, -80.1853457 25.7800651, -80.1853526 25.7800426))",way/38974825,left,314.2,44,
way/38974825 (right),25.7795999,-80.1838625,"POLYGON((-80.1853769 25.7799629, -80.1823549 25.7792144, -80.1823480 25.7792369, -80.1853700 25.7799855, -80.1853769 25.7799629))",way/38974825,right,314.2,44,
Brickell Key Drive (left),25.7660646,-80.1854248,"POLYGON((-80.1856549 25.7658881, -80.1851788 25.7662228, -80.1851947 25.7662412, -80.1856709 25.7659065, -80.1856549 25.7658881))",Brickell Key Drive,left,60.6,6,
